mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
4;1;1.00;-;-;-;-;-;-;-;-;-;-
4;1;2.00;-;-;-;-;-;-;-;-;-;-
4;1;3.00;-;-;-;-;-;-;-;-;-;-
4;1;4.00;-;-;-;-;-;-;-;-;-;-
4;1;5.00;-;-;-;-;-;-;-;-;-;-
4;1;6.00;-;-;-;-;-;-;-;-;-;-
4;1;7.00;-;-;-;-;-;-;-;-;-;-
4;1;8.00;-;-;-;-;-;-;-;-;-;-
4;1;9.00;-;-;-;-;-;-;-;-;-;-
4;1;10.00;-;-;-;-;-;-;-;-;-;-
4;1;11.00;-;-;-;-;-;-;-;-;-;-
4;1;12.00;-;-;-;-;-;-;-;-;-;-
4;1;13.00;-;-;-;-;-;-;-;-;-;-
4;1;14.00;-;-;-;-;-;-;-;-;-;-
4;1;15.00;-;-;-;-;-;-;-;-;-;-
4;1;16.00;-;-;-;-;-;-;-;-;-;-
4;1;17.00;-;-;-;-;-;-;-;-;-;-
4;1;18.00;-;-;-;-;-;-;-;-;-;-
4;1;19.00;-;-;-;-;-;-;-;-;-;-
4;1;20.00;-;-;-;-;-;-;-;-;-;-
4;1;21.00;-;-;-;-;-;-;-;-;-;-
4;1;22.00;-;-;-;-;-;-;-;-;-;-
4;1;23.00;-;-;-;-;-;-;-;-;-;-
4;1;24.00;-;-;-;-;-;-;-;-;-;-
4;2;1.00;-;-;-;-;-;-;-;-;-;-
4;2;2.00;-;-;-;-;-;-;-;-;-;-
4;2;3.00;-;-;-;-;-;-;-;-;-;-
4;2;4.00;-;-;-;-;-;-;-;-;-;-
4;2;5.00;-;-;-;-;-;-;-;-;-;-
4;2;6.00;-;-;-;-;-;-;-;-;-;-
4;2;7.00;-;-;-;-;-;-;-;-;-;-
4;2;8.00;-;-;-;-;-;-;-;-;-;-
4;2;9.00;-;-;-;-;-;-;-;-;-;-
4;2;10.00;-;-;-;-;-;-;-;-;-;-
4;2;11.00;-;-;-;-;-;-;-;-;-;-
4;2;12.00;-;-;-;-;-;-;-;-;-;-
4;2;13.00;-;-;-;-;-;-;-;-;-;-
4;2;14.00;-;-;-;-;-;-;-;-;-;-
4;2;15.00;-;-;-;-;-;-;-;-;-;-
4;2;16.00;-;-;-;-;-;-;-;-;-;-
4;2;17.00;-;-;-;-;-;-;-;-;-;-
4;2;18.00;-;-;-;-;-;-;-;-;-;-
4;2;19.00;-;-;-;-;-;-;-;-;-;-
4;2;20.00;-;-;-;-;-;-;-;-;-;-
4;2;21.00;-;-;-;-;-;-;-;-;-;-
4;2;22.00;-;-;-;-;-;-;-;-;-;-
4;2;23.00;-;-;-;-;-;-;-;-;-;-
4;2;24.00;-;-;-;-;-;-;-;-;-;-
4;3;1.00;-;-;-;-;-;-;-;-;-;-
4;3;2.00;-;-;-;-;-;-;-;-;-;-
4;3;3.00;-;-;-;-;-;-;-;-;-;-
4;3;4.00;-;-;-;-;-;-;-;-;-;-
4;3;5.00;-;-;-;-;-;-;-;-;-;-
4;3;6.00;-;-;-;-;-;-;-;-;-;-
4;3;7.00;-;-;-;-;-;-;-;-;-;-
4;3;8.00;-;-;-;-;-;-;-;-;-;-
4;3;9.00;-;-;-;-;-;-;-;-;-;-
4;3;10.00;-;-;-;-;-;-;-;-;-;-
4;3;11.00;-;-;-;-;-;-;-;-;-;-
4;3;12.00;-;-;-;-;-;-;-;-;-;-
4;3;13.00;-;-;-;-;-;-;-;-;-;-
4;3;14.00;-;-;-;-;-;-;-;-;-;-
4;3;15.00;-;-;-;-;-;-;-;-;-;-
4;3;16.00;-;-;-;-;-;-;-;-;-;-
4;3;17.00;-;-;-;-;-;-;-;-;-;-
4;3;18.00;-;-;-;-;-;-;-;-;-;-
4;3;19.00;-;-;-;-;-;-;-;-;-;-
4;3;20.00;-;-;-;-;-;-;-;-;-;-
4;3;21.00;-;-;-;-;-;-;-;-;-;-
4;3;22.00;-;-;-;-;-;-;-;-;-;-
4;3;23.00;-;-;-;-;-;-;-;-;-;-
4;3;24.00;-;-;-;-;-;-;-;-;-;-
4;4;1.00;-;-;-;-;-;-;-;-;-;-
4;4;2.00;-;-;-;-;-;-;-;-;-;-
4;4;3.00;-;-;-;-;-;-;-;-;-;-
4;4;4.00;-;-;-;-;-;-;-;-;-;-
4;4;5.00;-;-;-;-;-;-;-;-;-;-
4;4;6.00;-;-;-;-;-;-;-;-;-;-
4;4;7.00;-;-;-;-;-;-;-;-;-;-
4;4;8.00;-;-;-;-;-;-;-;-;-;-
4;4;9.00;-;-;-;-;-;-;-;-;-;-
4;4;10.00;-;-;-;-;-;-;-;-;-;-
4;4;11.00;-;-;-;-;-;-;-;-;-;-
4;4;12.00;-;-;-;-;-;-;-;-;-;-
4;4;13.00;-;-;-;-;-;-;-;-;-;-
4;4;14.00;-;-;-;-;-;-;-;-;-;-
4;4;15.00;-;-;-;-;-;-;-;-;-;-
4;4;16.00;-;-;-;-;-;-;-;-;-;-
4;4;17.00;-;-;-;-;-;-;-;-;-;-
4;4;18.00;-;-;-;-;-;-;-;-;-;-
4;4;19.00;-;-;-;-;-;-;-;-;-;-
4;4;20.00;-;-;-;-;-;-;-;-;-;-
4;4;21.00;-;-;-;-;-;-;-;-;-;-
4;4;22.00;-;-;-;-;-;-;-;-;-;-
4;4;23.00;-;-;-;-;-;-;-;-;-;-
4;4;24.00;-;-;-;-;-;-;-;-;-;-
