mese;giorno;ora UTC*;Pioggia mm;Temp. gradi C;Umidita' %;Vento med km/h;Direzione Vento gradi N;Vento max km/h;Direzione Vento max gradi N;Radiaz. KJ/m2;Pressione hPa;Bagnatura Fogliare min.
2;1;1.00;-;-;-;-;-;-;-;-;-;-
2;1;2.00;-;-;-;-;-;-;-;-;-;-
2;1;3.00;-;-;-;-;-;-;-;-;-;-
2;1;4.00;-;-;-;-;-;-;-;-;-;-
2;1;5.00;-;-;-;-;-;-;-;-;-;-
2;1;6.00;-;-;-;-;-;-;-;-;-;-
2;1;7.00;-;-;-;-;-;-;-;-;-;-
2;1;8.00;-;-;-;-;-;-;-;-;-;-
2;1;9.00;-;-;-;-;-;-;-;-;-;-
2;1;10.00;-;-;-;-;-;-;-;-;-;-
2;1;11.00;-;-;-;-;-;-;-;-;-;-
2;1;12.00;-;-;-;-;-;-;-;-;-;-
2;1;13.00;-;-;-;-;-;-;-;-;-;-
2;1;14.00;-;-;-;-;-;-;-;-;-;-
2;1;15.00;-;-;-;-;-;-;-;-;-;-
2;1;16.00;-;-;-;-;-;-;-;-;-;-
2;1;17.00;-;-;-;-;-;-;-;-;-;-
2;1;18.00;-;-;-;-;-;-;-;-;-;-
2;1;19.00;-;-;-;-;-;-;-;-;-;-
2;1;20.00;-;-;-;-;-;-;-;-;-;-
2;1;21.00;-;-;-;-;-;-;-;-;-;-
2;1;22.00;-;-;-;-;-;-;-;-;-;-
2;1;23.00;-;-;-;-;-;-;-;-;-;-
2;1;24.00;-;-;-;-;-;-;-;-;-;-
2;2;1.00;-;-;-;-;-;-;-;-;-;-
2;2;2.00;-;-;-;-;-;-;-;-;-;-
2;2;3.00;-;-;-;-;-;-;-;-;-;-
2;2;4.00;-;-;-;-;-;-;-;-;-;-
2;2;5.00;-;-;-;-;-;-;-;-;-;-
2;2;6.00;-;-;-;-;-;-;-;-;-;-
2;2;7.00;-;-;-;-;-;-;-;-;-;-
2;2;8.00;-;-;-;-;-;-;-;-;-;-
2;2;9.00;-;-;-;-;-;-;-;-;-;-
2;2;10.00;-;-;-;-;-;-;-;-;-;-
2;2;11.00;-;-;-;-;-;-;-;-;-;-
2;2;12.00;-;-;-;-;-;-;-;-;-;-
